"","model","Method","Count.Train","Count.Test","NoOfCoef","preProc","results.sigma","results.C","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa","test.AccuracyLower","test.AccuracyUpper","test.AccuracyNull","test.AccuracyPValue","test.McnemarPValue","testCM.Class.1.Sensitivity","testCM.Class.2.Sensitivity","testCM.Class.3.Sensitivity","testCM.Class.4.Sensitivity","testCM.Class.5.Sensitivity","testCM.Class.1.Specificity","testCM.Class.2.Specificity","testCM.Class.3.Specificity","testCM.Class.4.Specificity","testCM.Class.5.Specificity","testCM.Class.1.Pos.Pred.Value","testCM.Class.2.Pos.Pred.Value","testCM.Class.3.Pos.Pred.Value","testCM.Class.4.Pos.Pred.Value","testCM.Class.5.Pos.Pred.Value","testCM.Class.1.Neg.Pred.Value","testCM.Class.2.Neg.Pred.Value","testCM.Class.3.Neg.Pred.Value","testCM.Class.4.Neg.Pred.Value","testCM.Class.5.Neg.Pred.Value","testCM.Class.1.Precision","testCM.Class.2.Precision","testCM.Class.3.Precision","testCM.Class.4.Precision","testCM.Class.5.Precision","testCM.Class.1.Recall","testCM.Class.2.Recall","testCM.Class.3.Recall","testCM.Class.4.Recall","testCM.Class.5.Recall","testCM.Class.1.F1","testCM.Class.2.F1","testCM.Class.3.F1","testCM.Class.4.F1","testCM.Class.5.F1","testCM.Class.1.Prevalence","testCM.Class.2.Prevalence","testCM.Class.3.Prevalence","testCM.Class.4.Prevalence","testCM.Class.5.Prevalence","testCM.Class.1.Detection.Rate","testCM.Class.2.Detection.Rate","testCM.Class.3.Detection.Rate","testCM.Class.4.Detection.Rate","testCM.Class.5.Detection.Rate","testCM.Class.1.Detection.Prevalence","testCM.Class.2.Detection.Prevalence","testCM.Class.3.Detection.Prevalence","testCM.Class.4.Detection.Prevalence","testCM.Class.5.Detection.Prevalence","testCM.Class.1.Balanced.Accuracy","testCM.Class.2.Balanced.Accuracy","testCM.Class.3.Balanced.Accuracy","testCM.Class.4.Balanced.Accuracy","testCM.Class.5.Balanced.Accuracy"
"45","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",0.03125,1,0.648484848484848,0.541902516664074,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"46","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",0.03125,2,0.654545454545455,0.552185506142272,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"47","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",0.03125,4,0.672727272727273,0.577755135890814,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"48","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",0.03125,8,0.684848484848485,0.595106355367318,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"49","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",0.03125,16,0.684848484848485,0.595864440309931,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"50","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",0.03125,32,0.684848484848485,0.596496384692258,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"51","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",0.03125,64,0.690909090909091,0.604660449601842,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"52","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",0.03125,128,0.690909090909091,0.603654946659445,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"53","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",0.03125,256,0.684848484848485,0.596016667843774,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"54","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",0.03125,512,0.675757575757576,0.584466019417476,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"55","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",0.03125,1024,0.681818181818182,0.592563849301538,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"56","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",1,1,0.693939393939394,0.607230818180747,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"57","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",1,2,0.7,0.615239665528206,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"58","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",1,4,0.687878787878788,0.600056479226235,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"59","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",1,8,0.675757575757576,0.584436676905695,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"60","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",1,16,0.657575757575758,0.560575529395129,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"61","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",1,32,0.648484848484848,0.549546369188407,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"62","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",1,64,0.645454545454546,0.546974550318561,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"63","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",1,128,0.633333333333333,0.531854526695899,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"64","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",1,256,0.624242424242424,0.521386715323345,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"65","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",1,512,0.606060606060606,0.497581599072458,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
"66","Phase ~ TIME1 + TIME0 + EVI","svmRadial",330,138,3,"noProc",1,1024,0.6,0.490800271199121,0.652173913043478,0.547571887166177,0.566473608600445,0.731186999668172,0.268115942028986,5.11535333879656e-21,NA,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.752475247524752,0.991452991452991,0.936936936936937,0.923076923076923,0.941176470588235,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.938271604938272,0.89922480620155,0.873949579831933,0.96969696969697,0.903225806451613,0.56140350877193,0.888888888888889,0.631578947368421,0.794871794871795,0.5,0.864864864864865,0.380952380952381,0.444444444444444,0.911764705882353,0.368421052631579,0.680851063829787,0.533333333333333,0.521739130434783,0.849315068493151,0.424242424242424,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.231884057971014,0.0579710144927536,0.0869565217391304,0.22463768115942,0.0507246376811594,0.41304347826087,0.0652173913043478,0.13768115942029,0.282608695652174,0.101449275362319,0.808670056194809,0.686202686202686,0.690690690690691,0.917420814479638,0.654798761609907
